path_idx	node_id	LCA	label	event	count	C_A	C_B	M_B_A	m_1	m_4
114	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
114	29	21	A=[b1,b1,b2];B=[b2]	C_A	1	3	0	1	4	0
114	16	21	A=[b1+b1,b2];B=[b2]	M_B_A	1	1	0	1	2	1
114	19	21	A=[b1+b1,b2,b2]	C_A	1	3	0	0	2	1
114	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
115	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
115	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
115	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
115	30	21	A=[b1,b1,b2];B=[b2]	C_A	2	3	0	1	4	0
115	31	21	A=[b1,b1+b2];B=[b2]	C_A	1	1	0	1	2	1
115	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
115	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
116	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
116	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
116	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
116	30	21	A=[b1,b1,b2];B=[b2]	C_A	2	3	0	1	4	0
116	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
116	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
116	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
117	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
117	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
117	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
117	30	21	A=[b1,b1,b2];B=[b2]	C_A	2	3	0	1	4	0
117	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
117	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
117	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
118	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
118	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
118	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
118	30	21	A=[b1,b1,b2];B=[b2]	C_A	2	3	0	1	4	0
118	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
118	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
118	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
119	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
119	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
119	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
119	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
119	16	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
119	22	21	A=[b1+b1,b2,b2]	C_A	2	3	0	0	2	1
119	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
120	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
120	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
120	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
120	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
120	16	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
120	19	21	A=[b1+b1,b2,b2]	C_A	1	3	0	0	2	1
120	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
121	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
121	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
121	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
121	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
121	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
121	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
121	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
122	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
122	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
122	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
122	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
122	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
122	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
122	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
123	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
123	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
123	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
123	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
123	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
123	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
123	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
124	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
124	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
124	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
124	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
124	18	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
124	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
124	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
125	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
125	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
125	28	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
125	15	21	A=[b1,b1,b2];B=[b2]	M_B_A	1	3	0	1	4	0
125	18	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
125	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
125	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
126	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
126	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
126	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
126	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
126	24	21	A=[b1+b2,b2];B=[b1]	C_A	1	1	0	1	2	1
126	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
126	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
127	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
127	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
127	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
127	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
127	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
127	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
127	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
128	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
128	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
128	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
128	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
128	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
128	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
128	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
129	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
129	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
129	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
129	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
129	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
129	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
129	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
130	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
130	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
130	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
130	14	21	A=[b1,b2,b2];B=[b1]	C_A	1	3	0	1	4	0
130	24	21	A=[b1,b2+b2];B=[b1]	C_A	1	1	0	1	2	1
130	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
130	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
131	4	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
131	8	21	A=[b1];B=[b1,b2,b2]	M_B_A	2	0	3	3	4	0
